	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
PSMB9	0	0.51772627326303	0.721	0.409	0	B cells 1	PSMB9
LAIR1	0	0.515841268139766	0.524	0.207	0	B cells 1	LAIR1
GNG11	0	0.515820845143807	0.512	0.2	0	B cells 1	GNG11
HLA-DRB5	0	0.510921151820808	0.431	0.193	0	B cells 1	HLA-DRB5
ATP5B	0	0.510472581067512	0.754	0.495	0	B cells 1	ATP5B
PSME2	0	0.508524410791455	0.748	0.468	0	B cells 1	PSME2
EIF4G2	0	0.508393887803793	0.762	0.5	0	B cells 1	EIF4G2
CD19	0	0.505169290967564	0.565	0.225	0	B cells 1	CD19
EBF1	0	0.503965216360506	0.519	0.191	0	B cells 1	EBF1
TRABD	0	0.503571030872335	0.638	0.311	0	B cells 1	TRABD
ZNF428	0	0.503083969256266	0.63	0.318	0	B cells 1	ZNF428
SDC2	0	0.502022352087185	0.403	0.122	0	B cells 1	SDC2
SRSF9	0	0.501117322873892	0.686	0.371	0	B cells 1	SRSF9
MCM7	0	0.500267691540933	0.451	0.227	0	B cells 1	MCM7
AIF1	0	0.499243089339796	0.757	0.448	0	B cells 1	AIF1
HSP90AA1	0	0.498223669521761	0.862	0.653	0	B cells 1	HSP90AA1
H2AFV	0	0.497398057984899	0.603	0.367	0	B cells 1	H2AFV
SMARCB1	0	0.496905838080117	0.572	0.244	0	B cells 1	SMARCB1
HNRNPF	0	0.496263750277571	0.698	0.425	0	B cells 1	HNRNPF
ERH	0	0.494740235215105	0.736	0.466	0	B cells 1	ERH
XRCC6	0	0.493512402621102	0.638	0.338	0	B cells 1	XRCC6
ILF2	0	0.492187804042633	0.608	0.311	0	B cells 1	ILF2
SEPT9	0	0.491423835684239	0.655	0.371	0	B cells 1	SEPT9
ID3	0	0.490750548889343	0.414	0.175	0	B cells 1	ID3
KHDRBS1	0	0.488093959537143	0.635	0.333	0	B cells 1	KHDRBS1
MYB	0	0.486756175358952	0.523	0.227	0	B cells 1	MYB
SRP14	0	0.48514395771712	0.917	0.747	0	B cells 1	SRP14
ZFP36L1	0	0.484880411021951	0.54	0.269	0	B cells 1	ZFP36L1
HLA-DMB	0	0.481176368426938	0.558	0.242	0	B cells 1	HLA-DMB
HMGN3	0	0.480913492089582	0.697	0.416	0	B cells 1	HMGN3
EIF3L	0	0.479644611110025	0.788	0.524	0	B cells 1	EIF3L
GDI2	0	0.478794253550867	0.737	0.448	0	B cells 1	GDI2
HSPA8	0	0.47732361557739	0.789	0.58	0	B cells 1	HSPA8
HNRNPDL	0	0.477136702378542	0.867	0.634	0	B cells 1	HNRNPDL
WASF2	0	0.471752405678866	0.667	0.408	0	B cells 1	WASF2
PAG1	0	0.471259149630507	0.567	0.265	0	B cells 1	PAG1
FUS	0	0.470153081103999	0.705	0.439	0	B cells 1	FUS
C5orf56	0	0.469992261341137	0.517	0.224	0	B cells 1	C5orf56
CALM3	0	0.469107903246425	0.669	0.422	0	B cells 1	CALM3
LINC01013	0	0.467588724227492	0.45	0.172	0	B cells 1	LINC01013
PTGES3	0	0.466339294978328	0.794	0.586	0	B cells 1	PTGES3
DUSP6	0	0.466181263733287	0.464	0.195	0	B cells 1	DUSP6
NPM1	0	0.465180539410081	0.903	0.728	0	B cells 1	NPM1
PDLIM1	0	0.465002262383757	0.392	0.16	0	B cells 1	PDLIM1
SET	0	0.46395958032104	0.714	0.443	0	B cells 1	SET
ZFP36L2	0	0.463318329157732	0.821	0.579	0	B cells 1	ZFP36L2
TPM3	0	0.463158896534732	0.745	0.485	0	B cells 1	TPM3
SLC25A5	0	0.461838735438679	0.676	0.437	0	B cells 1	SLC25A5
BUB3	0	0.461608116334523	0.525	0.285	0	B cells 1	BUB3
PSMB8	0	0.457830375861925	0.621	0.326	0	B cells 1	PSMB8
SRSF10	0	0.457643215385692	0.612	0.33	0	B cells 1	SRSF10
YWHAE	0	0.45760160861314	0.631	0.35	0	B cells 1	YWHAE
GLTSCR2	0	0.457131869620022	0.888	0.668	0	B cells 1	GLTSCR2
DEK	0	0.455859128995353	0.613	0.366	0	B cells 1	DEK
SLC25A6	0	0.453070410769869	0.909	0.745	0	B cells 1	SLC25A6
RBBP4	0	0.452937497297561	0.605	0.324	0	B cells 1	RBBP4
VAMP5	0	0.452501879640669	0.558	0.269	0	B cells 1	VAMP5
COPE	0	0.450601298118129	0.705	0.433	0	B cells 1	COPE
HNRNPR	0	0.449969443390653	0.617	0.338	0	B cells 1	HNRNPR
DBN1	0	0.448273409236094	0.442	0.15	0	B cells 1	DBN1
CARHSP1	0	0.447846638332509	0.523	0.261	0	B cells 1	CARHSP1
GSTP1	0	0.44563958858927	0.736	0.47	0	B cells 1	GSTP1
ALOX5	0	0.445202242592202	0.49	0.197	0	B cells 1	ALOX5
SRSF7	0	0.445103425352636	0.753	0.512	0	B cells 1	SRSF7
MYADM	0	0.4437115722655	0.512	0.259	0	B cells 1	MYADM
STAG3	0	0.443617240512184	0.467	0.197	0	B cells 1	STAG3
SNRPB	0	0.443197095616437	0.669	0.42	0	B cells 1	SNRPB
SH3BGRL3	0	0.442762365618391	0.922	0.761	0	B cells 1	SH3BGRL3
ARPC3	0	0.442622874472876	0.844	0.607	0	B cells 1	ARPC3
SMIM3	0	0.440251669329964	0.384	0.14	0	B cells 1	SMIM3
BANK1	0	0.439475653205638	0.476	0.196	0	B cells 1	BANK1
ATP5G2	0	0.43799040674567	0.898	0.675	0	B cells 1	ATP5G2
SFPQ	0	0.437603727700284	0.655	0.407	0	B cells 1	SFPQ
PNISR	0	0.437553529939598	0.809	0.552	0	B cells 1	PNISR
HNRNPA3	0	0.436840826727488	0.679	0.44	0	B cells 1	HNRNPA3
NRN1	0	0.436059053242056	0.335	0.097	0	B cells 1	NRN1
WSB1	0	0.434851436999538	0.596	0.33	0	B cells 1	WSB1
PCBP2	0	0.432052607387595	0.818	0.617	0	B cells 1	PCBP2
PGK1	0	0.431085679195377	0.685	0.424	0	B cells 1	PGK1
PPP1CA	0	0.429834098225806	0.68	0.421	0	B cells 1	PPP1CA
GNB2L1	0	0.429680879552211	0.987	0.874	0	B cells 1	GNB2L1
EEF1A1	0	0.428820857541854	1	0.992	0	B cells 1	EEF1A1
EIF4H	0	0.428701324147667	0.565	0.28	0	B cells 1	EIF4H
C19orf43	0	0.428230100174578	0.709	0.459	0	B cells 1	C19orf43
CYGB	0	0.428092272663808	0.333	0.114	0	B cells 1	CYGB
CIRBP	0	0.427853915793306	0.877	0.673	0	B cells 1	CIRBP
TAF7	0	0.427096493818708	0.63	0.362	0	B cells 1	TAF7
HMGB3	0	0.426901685386281	0.356	0.151	0	B cells 1	HMGB3
PRKCB	0	0.426658791730917	0.583	0.301	0	B cells 1	PRKCB
PTP4A3	0	0.42649305162963	0.45	0.172	0	B cells 1	PTP4A3
CCNI	0	0.425271772021613	0.851	0.659	0	B cells 1	CCNI
RALY	0	0.424589240454401	0.571	0.295	0	B cells 1	RALY
EWSR1	0	0.420268899197737	0.568	0.299	0	B cells 1	EWSR1
SLC25A3	0	0.419622390383387	0.715	0.483	0	B cells 1	SLC25A3
SNX2	0	0.417419239831757	0.586	0.309	0	B cells 1	SNX2
CALM1	0	0.417392991011708	0.784	0.535	0	B cells 1	CALM1
RNPS1	0	0.417173173677395	0.627	0.352	0	B cells 1	RNPS1
PFKL	0	0.416500661705886	0.485	0.206	0	B cells 1	PFKL
MORF4L1	0	0.416443092182097	0.801	0.587	0	B cells 1	MORF4L1
PTPRE	0	0.416204181320849	0.504	0.232	0	B cells 1	PTPRE
RPL15	0	0.414472999986779	1	0.966	0	B cells 1	RPL15
FAM26F	0	0.413863127703586	0.452	0.194	0	B cells 1	FAM26F
RNASEH2B	0	0.413826280880947	0.525	0.259	0	B cells 1	RNASEH2B
MZT2B	0	0.413036923248927	0.68	0.455	0	B cells 1	MZT2B
ARGLU1	0	0.412725894386148	0.694	0.439	0	B cells 1	ARGLU1
PPP4C	0	0.412641029537454	0.592	0.311	0	B cells 1	PPP4C
GPX4	0	0.410569164626338	0.705	0.487	0	B cells 1	GPX4
C6orf48	0	0.409985087183164	0.715	0.462	0	B cells 1	C6orf48
CPNE2	0	0.409528694610968	0.431	0.168	0	B cells 1	CPNE2
ERG	0	0.407903569324351	0.429	0.156	0	B cells 1	ERG
TMEM256	0	0.407697792920732	0.564	0.304	0	B cells 1	TMEM256
ABRACL	0	0.406625773423102	0.636	0.385	0	B cells 1	ABRACL
HNRNPD	0	0.402913596110394	0.538	0.299	0	B cells 1	HNRNPD
TSC22D4	0	0.401592505323348	0.538	0.282	0	B cells 1	TSC22D4
MLXIP	0	0.400563669308019	0.488	0.221	0	B cells 1	MLXIP
XRCC5	0	0.399411019789454	0.576	0.321	0	B cells 1	XRCC5
ELAVL1	0	0.398863873785572	0.531	0.258	0	B cells 1	ELAVL1
EIF4A2	0	0.398482654643091	0.871	0.652	0	B cells 1	EIF4A2
LST1	0	0.396223713901015	0.641	0.365	0	B cells 1	LST1
ETS2	0	0.395133297073354	0.407	0.156	0	B cells 1	ETS2
HHEX	0	0.394947001346533	0.48	0.221	0	B cells 1	HHEX
ADA	0	0.394319321810038	0.462	0.211	0	B cells 1	ADA
SNRNP70	0	0.392127296968763	0.545	0.28	0	B cells 1	SNRNP70
ABHD3	0	0.391459900016449	0.467	0.206	0	B cells 1	ABHD3
DPEP1	0	0.390803978999592	0.393	0.153	0	B cells 1	DPEP1
VAMP8	0	0.390390810340461	0.67	0.418	0	B cells 1	VAMP8
PFN1	0	0.390180977411613	0.973	0.849	0	B cells 1	PFN1
MSH6	0	0.389102363822063	0.406	0.153	0	B cells 1	MSH6
GLRX	0	0.387843237748343	0.576	0.305	0	B cells 1	GLRX
ARF1	0	0.387317552476711	0.637	0.397	0	B cells 1	ARF1
TOP2B	0	0.386836675036952	0.453	0.199	0	B cells 1	TOP2B
FAM107B	0	0.386738386503147	0.531	0.279	0	B cells 1	FAM107B
PPP2R1A	0	0.386334301477764	0.478	0.209	0	B cells 1	PPP2R1A
ATP5A1	0	0.385626395501466	0.665	0.414	0	B cells 1	ATP5A1
CSNK2B	0	0.385454319741176	0.554	0.308	0	B cells 1	CSNK2B
CD53	0	0.384646259827673	0.707	0.443	0	B cells 1	CD53
LMNB1	0	0.384527606412376	0.335	0.12	0	B cells 1	LMNB1
ATP6V1G1	0	0.384104263187219	0.815	0.575	0	B cells 1	ATP6V1G1
SPCS2	0	0.383785600464228	0.679	0.447	0	B cells 1	SPCS2
TMEM263	0	0.382351304159964	0.412	0.17	0	B cells 1	TMEM263
SF3B2	0	0.381379930552713	0.587	0.33	0	B cells 1	SF3B2
MYL6	0	0.380988709010429	0.958	0.897	0	B cells 1	MYL6
ATP1B3	0	0.380814046763739	0.497	0.258	0	B cells 1	ATP1B3
POU2AF1	0	0.38078699662964	0.416	0.151	0	B cells 1	POU2AF1
YBX1	0	0.379322103855398	0.949	0.86	0	B cells 1	YBX1
ZNF22	0	0.378905445607592	0.491	0.226	0	B cells 1	ZNF22
BANF1	0	0.376518837225416	0.557	0.327	0	B cells 1	BANF1
PSMB10	0	0.376385422077101	0.501	0.242	0	B cells 1	PSMB10
RAB11A	0	0.37620582198702	0.543	0.282	0	B cells 1	RAB11A
PRMT1	0	0.375889911615411	0.529	0.28	0	B cells 1	PRMT1
SEP15	0	0.37395772701105	0.68	0.433	0	B cells 1	SEP15
LAPTM4A	0	0.373883406205236	0.613	0.349	0	B cells 1	LAPTM4A
APBB1IP	0	0.373211295100424	0.49	0.237	0	B cells 1	APBB1IP
RBM8A	0	0.373186717991052	0.656	0.417	0	B cells 1	RBM8A
RGS19	0	0.372247731055183	0.49	0.237	0	B cells 1	RGS19
BRK1	0	0.371752538461895	0.64	0.396	0	B cells 1	BRK1
MTF2	0	0.37109538636928	0.5	0.242	0	B cells 1	MTF2
PNN	0	0.370017613002522	0.579	0.327	0	B cells 1	PNN
UBE2L6	0	0.368856841814757	0.517	0.281	0	B cells 1	UBE2L6
TSPAN13	0	0.366246839511354	0.435	0.186	0	B cells 1	TSPAN13
CMTM3	0	0.365650075450567	0.432	0.185	0	B cells 1	CMTM3
NREP	0	0.364283955864087	0.426	0.185	0	B cells 1	NREP
GABPB1	0	0.363838178397532	0.518	0.272	0	B cells 1	GABPB1
MYL6B	0	0.360183022205032	0.428	0.172	0	B cells 1	MYL6B
ELK3	0	0.356754520465006	0.38	0.142	0	B cells 1	ELK3
INSR	0	0.356733000864666	0.399	0.163	0	B cells 1	INSR
ACTR2	0	0.356149018293078	0.586	0.333	0	B cells 1	ACTR2
KIAA0226L	0	0.354914017567693	0.392	0.158	0	B cells 1	KIAA0226L
CBFA2T3	0	0.354121102272006	0.385	0.14	0	B cells 1	CBFA2T3
DNAJC8	0	0.353622043066733	0.556	0.315	0	B cells 1	DNAJC8
CHD9	0	0.352888399871656	0.507	0.257	0	B cells 1	CHD9
MTCH1	0	0.352140682413133	0.47	0.23	0	B cells 1	MTCH1
KIF5B	0	0.350067623815333	0.46	0.224	0	B cells 1	KIF5B
QRSL1	0	0.349232713172273	0.372	0.152	0	B cells 1	QRSL1
BCL11A	0	0.349129225603868	0.43	0.191	0	B cells 1	BCL11A
GNAI2	0	0.348458160123978	0.475	0.236	0	B cells 1	GNAI2
CCT7	0	0.348048460864181	0.484	0.247	0	B cells 1	CCT7
CAP1	0	0.345746691671757	0.621	0.362	0	B cells 1	CAP1
ENG	0	0.345314132320082	0.358	0.135	0	B cells 1	ENG
ECHS1	0	0.342876610592549	0.452	0.21	0	B cells 1	ECHS1
CMTM6	0	0.339387588389059	0.517	0.274	0	B cells 1	CMTM6
AP005530.2	0	0.339129704266096	0.355	0.128	0	B cells 1	AP005530.2
CHCHD7	0	0.338915457183467	0.457	0.227	0	B cells 1	CHCHD7
FHL1	0	0.338575424256151	0.365	0.129	0	B cells 1	FHL1
CD200	0	0.338141415942215	0.339	0.111	0	B cells 1	CD200
AKAP12	0	0.33682229284884	0.31	0.109	0	B cells 1	AKAP12
ECM1	0	0.336263081748509	0.32	0.105	0	B cells 1	ECM1
MAPRE1	0	0.331719120359579	0.447	0.215	0	B cells 1	MAPRE1
FADS3	0	0.33146005673739	0.372	0.137	0	B cells 1	FADS3
MLLT11	0	0.331409938773037	0.337	0.12	0	B cells 1	MLLT11
CDK6	0	0.331208825436785	0.473	0.234	0	B cells 1	CDK6
NCF4	0	0.329698488804228	0.424	0.195	0	B cells 1	NCF4
CRMP1	0	0.328836046911474	0.274	0.087	0	B cells 1	CRMP1
UBE2E1	0	0.326808503407332	0.413	0.179	0	B cells 1	UBE2E1
TCF3	0	0.325710052823643	0.388	0.168	0	B cells 1	TCF3
GSN	0	0.325272777133442	0.33	0.128	0	B cells 1	GSN
TRIM28	0	0.32498540869792	0.398	0.175	0	B cells 1	TRIM28
HMCES	0	0.32494480951582	0.367	0.149	0	B cells 1	HMCES
TRAF3IP2	0	0.320698741440702	0.322	0.11	0	B cells 1	TRAF3IP2
LINC00958	0	0.317533151206258	0.344	0.117	0	B cells 1	LINC00958
AC008060.7	0	0.314455054293462	0.322	0.114	0	B cells 1	AC008060.7
CDKN2A	0	0.312169522170588	0.287	0.081	0	B cells 1	CDKN2A
PSMA6	0	0.309808204405745	0.372	0.157	0	B cells 1	PSMA6
RAB8A	0	0.309530250532112	0.405	0.18	0	B cells 1	RAB8A
BTK	0	0.308896073192944	0.366	0.152	0	B cells 1	BTK
GNA15	0	0.307288370128546	0.312	0.114	0	B cells 1	GNA15
NARFL	0	0.306301128001734	0.344	0.127	0	B cells 1	NARFL
USP11	0	0.302574159923759	0.337	0.123	0	B cells 1	USP11
TNFRSF21	0	0.29830403904993	0.282	0.096	0	B cells 1	TNFRSF21
CD22	0	0.296360744255026	0.352	0.139	0	B cells 1	CD22
BLNK	0	0.29402008122602	0.313	0.113	0	B cells 1	BLNK
PXMP2	0	0.292995812650854	0.307	0.114	0	B cells 1	PXMP2
FPGS	0	0.288539123726896	0.345	0.138	0	B cells 1	FPGS
KCNN1	0	0.287925348729635	0.299	0.101	0	B cells 1	KCNN1
STRBP	0	0.28251555378011	0.34	0.136	0	B cells 1	STRBP
ABHD17B	0	0.280876605534565	0.317	0.118	0	B cells 1	ABHD17B
CRNDE	0	0.275557005146439	0.253	0.076	0	B cells 1	CRNDE
HHIP-AS1	0	0.272830385667474	0.271	0.089	0	B cells 1	HHIP-AS1
FAM212A	0	0.26575934775946	0.279	0.094	0	B cells 1	FAM212A
PDLIM7	5.04744764128515e-308	0.299920360904498	0.31	0.117	9.45639315594773e-304	B cells 1	PDLIM7
TMEM243	2.05072909983883e-306	0.338601961215085	0.526	0.283	3.84204096854806e-302	B cells 1	TMEM243
HN1	2.1517950089208e-306	0.499516505297938	0.49	0.269	4.03138794921311e-302	B cells 1	HN1
NRM	4.84412877435131e-306	0.267408480849205	0.264	0.087	9.07547525874717e-302	B cells 1	NRM
HIST2H2BE	8.02272653433257e-306	0.377218791637872	0.415	0.191	1.50305781620721e-301	B cells 1	HIST2H2BE
TYMS	2.66084806512421e-305	0.574016027083574	0.388	0.184	4.98509885001021e-301	B cells 1	TYMS
NDUFA13	3.89387566720567e-305	0.378839328560226	0.716	0.487	7.29517606250983e-301	B cells 1	NDUFA13
SAE1	7.53040402733126e-305	0.300304927566244	0.324	0.128	1.41082119452051e-300	B cells 1	SAE1
MCM3	1.03018622514559e-304	0.375049349289653	0.368	0.162	1.93005389281027e-300	B cells 1	MCM3
SHKBP1	1.0813305050824e-304	0.302846726106331	0.401	0.183	2.02587270127187e-300	B cells 1	SHKBP1
TIA1	1.56879999798622e-304	0.301732017042142	0.392	0.175	2.93914679622718e-300	B cells 1	TIA1
DOK3	2.00272701627507e-303	0.278821848127207	0.322	0.124	3.75210906499135e-299	B cells 1	DOK3
NUDC	2.36748722026258e-303	0.336846019432819	0.484	0.254	4.43548730716194e-299	B cells 1	NUDC
ACADM	2.00283039649568e-302	0.32209643788644	0.454	0.227	3.75230274783466e-298	B cells 1	ACADM
ATP5C1	2.33070499261204e-302	0.366371164718513	0.625	0.387	4.36657580365866e-298	B cells 1	ATP5C1
STK32B	3.35312612940525e-302	0.258850038350285	0.268	0.089	6.28208180344074e-298	B cells 1	STK32B
TRA2B	1.77015298668639e-301	0.401756196411031	0.731	0.511	3.31638162055695e-297	B cells 1	TRA2B
HNRNPUL1	7.96852682070746e-301	0.335687698335594	0.466	0.24	1.49290349985954e-296	B cells 1	HNRNPUL1
HACD1	2.9003500877772e-300	0.32077485999766	0.364	0.156	5.43380588945058e-296	B cells 1	HACD1
YWHAH	2.33423449385118e-299	0.351203224695799	0.538	0.298	4.37318832423019e-295	B cells 1	YWHAH
