Score	TF
0.0724058919803601	EZH2 (20g)
0.0287070376432079	EZH2 (20g)
0.134140752864157	EZH2 (20g)
0.0355155482815057	EZH2 (20g)
0.0403600654664484	EZH2 (20g)
0.0133224222585925	EZH2 (20g)
0.11227495908346999	EZH2 (20g)
0.097152209492635	EZH2 (20g)
0.10608837970540101	EZH2 (20g)
0.134762684124386	EZH2 (20g)
0.138952536824877	EZH2 (20g)
0.0314893617021277	EZH2 (20g)
0.0500163666121113	EZH2 (20g)
0.0	EZH2 (20g)
0.0201963993453355	EZH2 (20g)
0.0133224222585925	EZH2 (20g)
0.0	EZH2 (20g)
0.0902454991816694	EZH2 (20g)
0.0461538461538462	EZH2 (20g)
0.0224877250409165	EZH2 (20g)
0.0	EZH2 (20g)
0.0611456628477905	EZH2 (20g)
0.0	EZH2 (20g)
0.00916530278232406	EZH2 (20g)
0.0	EZH2 (20g)
0.0755810147299509	EZH2 (20g)
0.0223895253682488	EZH2 (20g)
0.0311620294599018	EZH2 (20g)
0.0	EZH2 (20g)
0.0750572831423895	EZH2 (20g)
0.143109656301146	EZH2 (20g)
0.0515220949263502	EZH2 (20g)
0.0458592471358429	EZH2 (20g)
0.04782324058919799	EZH2 (20g)
0.0696235679214403	EZH2 (20g)
0.0294599018003273	EZH2 (20g)
0.0925368248772504	EZH2 (20g)
0.0873977086743044	EZH2 (20g)
0.0272013093289689	EZH2 (20g)
0.0526022913256956	EZH2 (20g)
0.0114893617021277	EZH2 (20g)
0.041342062193126	EZH2 (20g)
0.0314893617021277	EZH2 (20g)
0.0278887070376432	EZH2 (20g)
0.04932896890343701	EZH2 (20g)
0.060949263502455	EZH2 (20g)
0.0625204582651391	EZH2 (20g)
0.0553846153846154	EZH2 (20g)
0.0191816693944354	EZH2 (20g)
0.0257283142389525	EZH2 (20g)
0.0614729950900164	EZH2 (20g)
0.0798690671031097	EZH2 (20g)
0.00402618657937807	EZH2 (20g)
0.0593126022913257	EZH2 (20g)
0.0183306055646481	EZH2 (20g)
0.0965302782324059	EZH2 (20g)
0.0765957446808511	EZH2 (20g)
0.00549918166939444	EZH2 (20g)
0.0	EZH2 (20g)
0.123175122749591	EZH2 (20g)
0.0775777414075286	EZH2 (20g)
0.0230441898527005	EZH2 (20g)
0.0611129296235679	EZH2 (20g)
0.0649427168576105	EZH2 (20g)
0.0218330605564648	EZH2 (20g)
0.0104746317512275	EZH2 (20g)
0.0102127659574468	EZH2 (20g)
0.00527004909983633	EZH2 (20g)
0.0268412438625205	EZH2 (20g)
0.0141407528641571	EZH2 (20g)
0.0547299509001637	EZH2 (20g)
0.0072013093289689	EZH2 (20g)
0.00294599018003273	EZH2 (20g)
0.0566284779050737	EZH2 (20g)
0.0464157119476268	EZH2 (20g)
0.0	EZH2 (20g)
0.0231096563011457	EZH2 (20g)
0.036759410801963995	EZH2 (20g)
0.0	EZH2 (20g)
0.0	EZH2 (20g)
0.0	EZH2 (20g)
0.0	EZH2 (20g)
0.00127659574468085	EZH2 (20g)
0.0382324058919804	EZH2 (20g)
0.0363011456628478	EZH2 (20g)
0.0	EZH2 (20g)
0.00310965630114566	EZH2 (20g)
0.0066121112929623605	EZH2 (20g)
0.0881505728314239	EZH2 (20g)
0.0718821603927987	EZH2 (20g)
0.00795417348608838	EZH2 (20g)
0.0623567921440262	EZH2 (20g)
0.00824877250409165	EZH2 (20g)
0.0201636661211129	EZH2 (20g)
0.0276595744680851	EZH2 (20g)
0.0272995090016367	EZH2 (20g)
0.0174140752864157	EZH2 (20g)
0.0	EZH2 (20g)
0.0	EZH2 (20g)
0.0125368248772504	EZH2 (20g)
0.0596726677577741	EZH2 (20g)
0.0127004909983633	EZH2 (20g)
0.0882160392798691	EZH2 (20g)
0.0171849427168576	EZH2 (20g)
0.0163993453355155	EZH2 (20g)
0.0332896890343699	EZH2 (20g)
0.0189852700490998	EZH2 (20g)
0.0109001636661211	EZH2 (20g)
0.0216693944353519	EZH2 (20g)
0.0986252045826514	EZH2 (20g)
0.0081505728314239	EZH2 (20g)
0.0917184942716858	EZH2 (20g)
0.0220621931260229	EZH2 (20g)
0.0981996726677578	EZH2 (20g)
0.0184615384615385	EZH2 (20g)
0.0254664484451718	EZH2 (20g)
0.0524713584288052	EZH2 (20g)
0.0	EZH2 (20g)
0.01810147299509	EZH2 (20g)
0.0502454991816694	EZH2 (20g)
0.0440261865793781	EZH2 (20g)
0.0508019639934534	EZH2 (20g)
0.0389852700490998	EZH2 (20g)
0.0247135842880524	EZH2 (20g)
0.0463175122749591	EZH2 (20g)
0.0881833060556465	EZH2 (20g)
0.0205891980360065	EZH2 (20g)
0.0572176759410802	EZH2 (20g)
0.0681833060556465	EZH2 (20g)
0.0572176759410802	EZH2 (20g)
0.0797054009819967	EZH2 (20g)
0.0373813420621931	EZH2 (20g)
0.0862520458265139	EZH2 (20g)
0.045531914893617007	EZH2 (20g)
0.0752209492635025	EZH2 (20g)
0.0215384615384615	EZH2 (20g)
0.0258265139116203	EZH2 (20g)
0.0204582651391162	EZH2 (20g)
0.0895581014729951	EZH2 (20g)
0.00363338788870704	EZH2 (20g)
0.0351227495908347	EZH2 (20g)
0.0483142389525368	EZH2 (20g)
0.00657937806873977	EZH2 (20g)
0.035810147299509	EZH2 (20g)
0.0328641571194763	EZH2 (20g)
0.0232733224222586	EZH2 (20g)
0.0186252045826514	EZH2 (20g)
0.10317512274959101	EZH2 (20g)
0.0388870703764321	EZH2 (20g)
0.0314893617021277	EZH2 (20g)
0.0763011456628478	EZH2 (20g)
0.0127986906710311	EZH2 (20g)
0.0946317512274959	EZH2 (20g)
0.0	EZH2 (20g)
0.0	EZH2 (20g)
0.0	EZH2 (20g)
0.0515875613747954	EZH2 (20g)
0.069328968903437	EZH2 (20g)
0.10242225859247099	EZH2 (20g)
0.0	EZH2 (20g)
0.030278232405892	EZH2 (20g)
0.0625859247135843	EZH2 (20g)
0.0691325695581015	EZH2 (20g)
0.0	EZH2 (20g)
0.0625531914893617	EZH2 (20g)
0.0700163666121113	EZH2 (20g)
0.0699181669394435	EZH2 (20g)
0.0410801963993453	EZH2 (20g)
0.0484451718494272	EZH2 (20g)
0.0148281505728314	EZH2 (20g)
0.133224222585925	EZH2 (20g)
0.00202945990180033	EZH2 (20g)
0.127103109656301	EZH2 (20g)
0.0344353518821604	EZH2 (20g)
0.0395744680851064	EZH2 (20g)
0.0436661211129296	EZH2 (20g)
0.0193780687397709	EZH2 (20g)
0.0	EZH2 (20g)
0.0076595744680851095	EZH2 (20g)
0.0313584288052373	EZH2 (20g)
0.0	EZH2 (20g)
0.0354828150572831	EZH2 (20g)
0.0335842880523732	EZH2 (20g)
0.0152209492635025	EZH2 (20g)
0.0736497545008183	EZH2 (20g)
0.0237315875613748	EZH2 (20g)
0.0	EZH2 (20g)
0.0290343698854337	EZH2 (20g)
0.0385597381342062	EZH2 (20g)
0.0678559738134206	EZH2 (20g)
0.00847790507364975	EZH2 (20g)
0.076366612111293	EZH2 (20g)
0.0137479541734861	EZH2 (20g)
0.0	EZH2 (20g)
0.0573486088379705	EZH2 (20g)
0.0793126022913257	EZH2 (20g)
0.0	EZH2 (20g)
0.0	EZH2 (20g)
0.0117839607201309	EZH2 (20g)
0.0611129296235679	EZH2 (20g)
0.0	EZH2 (20g)
0.0263829787234043	EZH2 (20g)
0.0329950900163666	EZH2 (20g)
0.007823240589198041	EZH2 (20g)
0.0598363338788871	EZH2 (20g)
0.0117512274959083	EZH2 (20g)
0.00343698854337152	EZH2 (20g)
0.015253682487725	EZH2 (20g)
0.0715875613747954	EZH2 (20g)
0.0475613747954173	EZH2 (20g)
0.0629787234042553	EZH2 (20g)
0.0239934533551555	EZH2 (20g)
0.0476923076923077	EZH2 (20g)
0.0530932896890344	EZH2 (20g)
0.0168903436988543	EZH2 (20g)
0.0	EZH2 (20g)
0.0	EZH2 (20g)
0.0352209492635025	EZH2 (20g)
0.0423240589198036	EZH2 (20g)
0.0854009819967267	EZH2 (20g)
0.0439607201309329	EZH2 (20g)
0.0486088379705401	EZH2 (20g)
0.019443535188216	EZH2 (20g)
0.0379705400981997	EZH2 (20g)
0.0214075286415712	EZH2 (20g)
0.0747626841243862	EZH2 (20g)
0.0106055646481178	EZH2 (20g)
0.129721767594108	EZH2 (20g)
0.0138788870703764	EZH2 (20g)
0.0383633387888707	EZH2 (20g)
0.0326350245499182	EZH2 (20g)
0.021342062193126	EZH2 (20g)
0.011227495908347	EZH2 (20g)
0.0588543371522095	EZH2 (20g)
0.0732242225859247	EZH2 (20g)
0.0579705400981997	EZH2 (20g)
0.0959738134206219	EZH2 (20g)
0.0387234042553192	EZH2 (20g)
0.0527986906710311	EZH2 (20g)
0.0413747954173486	EZH2 (20g)
0.0296890343698854	EZH2 (20g)
0.0311620294599018	EZH2 (20g)
0.081342062193126	EZH2 (20g)
0.0936170212765957	EZH2 (20g)
0.0381669394435352	EZH2 (20g)
0.0808183306055646	EZH2 (20g)
0.0230769230769231	EZH2 (20g)
0.02569558101473	EZH2 (20g)
0.0	EZH2 (20g)
0.0	EZH2 (20g)
0.0202291325695581	EZH2 (20g)
0.0583960720130933	EZH2 (20g)
0.0506055646481178	EZH2 (20g)
0.0	EZH2 (20g)
0.00818330605564648	EZH2 (20g)
0.0404582651391162	EZH2 (20g)
0.0	EZH2 (20g)
0.0544353518821604	EZH2 (20g)
0.0368189583106168	GTF3A (18g)
0.0910115218260459	GTF3A (18g)
0.0605531930360193	GTF3A (18g)
0.0	GTF3A (18g)
0.0436884381928543	GTF3A (18g)
0.0858866717551703	GTF3A (18g)
0.0661505470141388	GTF3A (18g)
0.10594991458583199	GTF3A (18g)
0.0956275215352742	GTF3A (18g)
0.0	GTF3A (18g)
0.0114127866826591	GTF3A (18g)
0.0361647221313561	GTF3A (18g)
0.0405989895685676	GTF3A (18g)
0.08566859302874999	GTF3A (18g)
0.023879620543016004	GTF3A (18g)
0.0481953985388725	GTF3A (18g)
0.0827245302220768	GTF3A (18g)
0.0	GTF3A (18g)
0.0717479009922582	GTF3A (18g)
0.0133391487660379	GTF3A (18g)
0.0288590847962781	GTF3A (18g)
0.032748155417438994	GTF3A (18g)
0.0425616981063497	GTF3A (18g)
0.008686802602406141	GTF3A (18g)
0.0572456656853124	GTF3A (18g)
0.0495765638062007	GTF3A (18g)
0.0	GTF3A (18g)
0.02446116381347	GTF3A (18g)
0.0766183258823102	GTF3A (18g)
0.0259513684440083	GTF3A (18g)
0.0292588957947152	GTF3A (18g)
0.10616799331225199	GTF3A (18g)
0.0315487224221277	GTF3A (18g)
0.0171918729327954	GTF3A (18g)
0.041907461927088996	GTF3A (18g)
0.0408897612037946	GTF3A (18g)
0.0863228292080108	GTF3A (18g)
0.0772725620615709	GTF3A (18g)
0.0565550830516483	GTF3A (18g)
0.18373132700904998	GTF3A (18g)
0.0578635554101697	GTF3A (18g)
0.0887580416530367	GTF3A (18g)
0.0477592410860321	GTF3A (18g)
0.0968996474393923	GTF3A (18g)
0.0	GTF3A (18g)
0.023588848907788996	GTF3A (18g)
0.00232617308181587	GTF3A (18g)
0.0367826118562134	GTF3A (18g)
0.0784719950568822	GTF3A (18g)
0.0196270853778214	GTF3A (18g)
0.0335477774143132	GTF3A (18g)
0.17191872932795402	GTF3A (18g)
0.0734198378948134	GTF3A (18g)
0.0	GTF3A (18g)
0.0314033366045142	GTF3A (18g)
0.0879947661105659	GTF3A (18g)
0.0857776323919602	GTF3A (18g)
0.0593174135863047	GTF3A (18g)
0.0783629556936721	GTF3A (18g)
0.0513938865263694	GTF3A (18g)
0.0447061389161487	GTF3A (18g)
0.0269327227128994	GTF3A (18g)
0.0346745175008178	GTF3A (18g)
0.0962817577145349	GTF3A (18g)
0.0216624868244103	GTF3A (18g)
0.0671319012830298	GTF3A (18g)
0.0574637444117326	GTF3A (18g)
0.0428161232871733	GTF3A (18g)
0.0	GTF3A (18g)
0.0941736633591393	GTF3A (18g)
0.0369643441282303	GTF3A (18g)
0.0843237742158253	GTF3A (18g)
0.0124668338603569	GTF3A (18g)
0.0163195580271145	GTF3A (18g)
0.0	GTF3A (18g)
0.0509577290735289	GTF3A (18g)
0.10591356813142899	GTF3A (18g)
0.130556464216916	GTF3A (18g)
0.0274779195289499	GTF3A (18g)
0.103623741504016	GTF3A (18g)
0.0608076182168429	GTF3A (18g)
0.0308217933340603	GTF3A (18g)
0.0500854141678479	GTF3A (18g)
0.0289681241594882	GTF3A (18g)
0.10431432413767999	GTF3A (18g)
0.0852324355759096	GTF3A (18g)
0.0172645658416022	GTF3A (18g)
0.0601170355831789	GTF3A (18g)
0.0251153999927307	GTF3A (18g)
0.12041580343837499	GTF3A (18g)
0.0	GTF3A (18g)
0.0302039036092029	GTF3A (18g)
0.0174099516592156	GTF3A (18g)
0.0175553374768291	GTF3A (18g)
0.14923854178024898	GTF3A (18g)
0.0550285319667067	GTF3A (18g)
0.0648784211100207	GTF3A (18g)
0.0358376040417257	GTF3A (18g)
0.0219896049140406	GTF3A (18g)
0.0987169701595609	GTF3A (18g)
0.0398720604805001	GTF3A (18g)
0.0222076836404609	GTF3A (18g)
0.0417620761094755	GTF3A (18g)
0.0591720277686912	GTF3A (18g)
0.0283502344346309	GTF3A (18g)
0.0335114309599099	GTF3A (18g)
0.0492857921709737	GTF3A (18g)
0.0	GTF3A (18g)
0.0539744847890088	GTF3A (18g)
0.0744375386181078	GTF3A (18g)
0.0138843455820885	GTF3A (18g)
0.0190455421073674	GTF3A (18g)
0.0307491004252535	GTF3A (18g)
0.0	GTF3A (18g)
0.0252244393559408	GTF3A (18g)
0.0	GTF3A (18g)
0.0571366263221023	GTF3A (18g)
0.0289317777050849	GTF3A (18g)
0.0582270199542035	GTF3A (18g)
0.0498309889870243	GTF3A (18g)
0.0521935085232436	GTF3A (18g)
0.0436520917384509	GTF3A (18g)
0.0	GTF3A (18g)
0.0326391160542289	GTF3A (18g)
0.0206084396467125	GTF3A (18g)
0.0	GTF3A (18g)
0.0301675571547995	GTF3A (18g)
0.117471740631701	GTF3A (18g)
0.0	GTF3A (18g)
0.0292588957947152	GTF3A (18g)
0.0	GTF3A (18g)
0.00697851924544761	GTF3A (18g)
0.0958456002616945	GTF3A (18g)
0.0713117435394177	GTF3A (18g)
0.0488859811725366	GTF3A (18g)
0.145603896339912	GTF3A (18g)
0.00207174790099226	GTF3A (18g)
0.0863591756624141	GTF3A (18g)
0.0365645331297932	GTF3A (18g)
0.024751935448697006	GTF3A (18g)
0.11002071747901	GTF3A (18g)
0.10027986769890598	GTF3A (18g)
0.0601170355831789	GTF3A (18g)
0.0896303565587177	GTF3A (18g)
0.0339839348671537	GTF3A (18g)
0.0224984552756879	GTF3A (18g)
0.0606985788536328	GTF3A (18g)
0.0363101079489696	GTF3A (18g)
0.0	GTF3A (18g)
0.10744011921636999	GTF3A (18g)
0.0564823901428416	GTF3A (18g)
0.063933413295533	GTF3A (18g)
0.0396539817540799	GTF3A (18g)
0.0999164031548722	GTF3A (18g)
0.0439428633736779	GTF3A (18g)
0.0592810671319013	GTF3A (18g)
0.0	GTF3A (18g)
0.0409988005670047	GTF3A (18g)
0.0134118416748446	GTF3A (18g)
0.0299494784283793	GTF3A (18g)
0.0384182023043652	GTF3A (18g)
0.034601824592011006	GTF3A (18g)
0.0293679351579253	GTF3A (18g)
0.0578272089557664	GTF3A (18g)
0.0116308654090793	GTF3A (18g)
0.0305310216988333	GTF3A (18g)
0.0398357140260968	GTF3A (18g)
0.11412786682659101	GTF3A (18g)
0.0	GTF3A (18g)
0.0769817904263439	GTF3A (18g)
0.09599098607930802	GTF3A (18g)
0.0640061062043398	GTF3A (18g)
0.0443790208265184	GTF3A (18g)
0.0609530040344564	GTF3A (18g)
0.11623596118198701	GTF3A (18g)
0.0325300766910188	GTF3A (18g)
0.0750190818885618	GTF3A (18g)
0.0198088176498383	GTF3A (18g)
0.039472249482062995	GTF3A (18g)
0.0358012575873224	GTF3A (18g)
0.0460873041834769	GTF3A (18g)
0.0975902300730564	GTF3A (18g)
0.0822883727692364	GTF3A (18g)
0.0657143895612983	GTF3A (18g)
0.0490313669901501	GTF3A (18g)
0.114636717188238	GTF3A (18g)
0.15483589575836904	GTF3A (18g)
0.0576454766837495	GTF3A (18g)
0.0662232399229455	GTF3A (18g)
0.17359066623050903	GTF3A (18g)
0.11594518954675999	GTF3A (18g)
0.0752735070693854	GTF3A (18g)
0.0853051284847163	GTF3A (18g)
0.0889034274706502	GTF3A (18g)
0.0766183258823102	GTF3A (18g)
0.07952604223458	GTF3A (18g)
0.10231526914549499	GTF3A (18g)
0.0354377930432886	GTF3A (18g)
0.13426380256606	GTF3A (18g)
0.0674590193726602	GTF3A (18g)
0.09969832442845199	GTF3A (18g)
0.0697851924544761	GTF3A (18g)
0.11768981935812199	GTF3A (18g)
0.0686584523679715	GTF3A (18g)
0.0770181368807473	GTF3A (18g)
0.0720386726274852	GTF3A (18g)
0.0509940755279323	GTF3A (18g)
0.106822229491513	GTF3A (18g)
0.0527750517936975	GTF3A (18g)
0.133827645113219	GTF3A (18g)
0.0812706720459419	GTF3A (18g)
0.0437247846472577	GTF3A (18g)
0.0225711481844946	GTF3A (18g)
0.0840693490350016	GTF3A (18g)
0.0813070185003453	GTF3A (18g)
0.151564714862065	GTF3A (18g)
0.09911678115799799	GTF3A (18g)
0.0855595536655399	GTF3A (18g)
0.12288736233780401	GTF3A (18g)
0.11325555192091001	GTF3A (18g)
0.0626976338458183	GTF3A (18g)
0.10911205611892599	GTF3A (18g)
0.109439174208556	GTF3A (18g)
0.0688765310943917	GTF3A (18g)
0.134990731654127	GTF3A (18g)
0.10002544251808199	GTF3A (18g)
0.204194380838149	GTF3A (18g)
0.0457601860938465	GTF3A (18g)
0.0488859811725366	GTF3A (18g)
0.0	GTF3A (18g)
0.0857776323919602	GTF3A (18g)
0.0612437756696834	GTF3A (18g)
0.0670228619198197	GTF3A (18g)
0.0690219169120052	GTF3A (18g)
0.123614291425871	GTF3A (18g)
0.0690582633664086	GTF3A (18g)
0.122814669428997	GTF3A (18g)
0.0658234289245084	GTF3A (18g)
0.0305310216988333	GTF3A (18g)
0.0319485334205648	GTF3A (18g)
0.0328571947806491	GTF3A (18g)
0.0869043724784647	GTF3A (18g)
0.0810162468651183	GTF3A (18g)
0.10387816668484	GTF3A (18g)
0.0613164685784902	GTF3A (18g)
0.051648311707193	GTF3A (18g)
0.0748010031621415	GTF3A (18g)
0.0520481227056301	GTF3A (18g)
0.109184749027732	GTF3A (18g)
0.0422709264711227	GTF3A (18g)
0.0918838367317268	GTF3A (18g)
0.0784719950568822	GTF3A (18g)
0.0719659797186784	GTF3A (18g)
0.0686947988223749	GTF3A (18g)
0.10940282775415301	GTF3A (18g)
0.18732962599498398	GTF3A (18g)
0.12455929924035901	GTF3A (18g)
0.106713190128303	GTF3A (18g)
0.0697488460000727	GTF3A (18g)
0.11020244975102698	GTF3A (18g)
0.06422418493076	GTF3A (18g)
0.145531203431105	GTF3A (18g)
0.0607712717624396	GTF3A (18g)
0.0732381056227965	GTF3A (18g)
0.0712027041762076	GTF3A (18g)
0.12455929924035901	GTF3A (18g)
0.0478319339948388	GTF3A (18g)
0.08283356958528701	GTF3A (18g)
0.066950169011013	GTF3A (18g)
0.111038418202304	GTF3A (18g)
0.16076036782611902	GTF3A (18g)
0.12186966161450999	GTF3A (18g)
0.0169737942063752	GTF3A (18g)
0.0415439973830553	GTF3A (18g)
0.0521208156144368	GTF3A (18g)
0.11561807145712899	GTF3A (18g)
0.0986442772507542	GTF3A (18g)
0.12056118925598801	GTF3A (18g)
0.0621524370297677	GTF3A (18g)
0.0366372260385999	GTF3A (18g)
0.0393268636644495	GTF3A (18g)
0.0996256315196453	GTF3A (18g)
0.0251517464471341	GTF3A (18g)
0.11928906335186999	GTF3A (18g)
0.0579362483189765	GTF3A (18g)
0.0762548613382765	GTF3A (18g)
0.0392905172100462	GTF3A (18g)
0.102678733689529	GTF3A (18g)
0.0460509577290735	GTF3A (18g)
0.0966452222585687	GTF3A (18g)
0.27510631337913	GTF3A (18g)
0.0891215061970705	GTF3A (18g)
0.0722930978083088	GTF3A (18g)
0.0290044706138916	GTF3A (18g)
0.13887980227528798	GTF3A (18g)
0.00501581070766547	GTF3A (18g)
0.0574273979573293	GTF3A (18g)
0.0650601533820376	GTF3A (18g)
0.074946388979755	GTF3A (18g)
0.0717842474466616	GTF3A (18g)
0.134082070294043	GTF3A (18g)
0.0909388289172391	GTF3A (18g)
0.0	GTF3A (18g)
0.0775996801512013	GTF3A (18g)
0.10289681241594902	GTF3A (18g)
0.0006905826336640861	GTF3A (18g)
0.0785083415112856	GTF3A (18g)
0.11576345727474302	GTF3A (18g)
0.0	GTF3A (18g)
0.0896667030131211	GTF3A (18g)
0.0850507033038927	GTF3A (18g)
0.0426343910151565	GTF3A (18g)
0.076800058154327	GTF3A (18g)
0.0922473012757605	GTF3A (18g)
0.0183186130193	GTF3A (18g)
0.0665503580125759	GTF3A (18g)
0.022316723003671	GTF3A (18g)
0.0514302329807727	GTF3A (18g)
0.0740740740740741	GTF3A (18g)
0.00665140115581725	GTF3A (18g)
0.134191109657253	GTF3A (18g)
0.0386362810307854	GTF3A (18g)
0.0508850361647221	GTF3A (18g)
0.043761131101661	GTF3A (18g)
0.10674953658270599	GTF3A (18g)
0.0754188928869989	GTF3A (18g)
0.0936284665430887	GTF3A (18g)
0.0697851924544761	GTF3A (18g)
0.0257332897175881	GTF3A (18g)
0.0469232726347545	GTF3A (18g)
0.0	GTF3A (18g)
0.0907570966452223	GTF3A (18g)
0.0164649438447279	GTF3A (18g)
0.0741831134372842	GTF3A (18g)
0.0862864827536074	GTF3A (18g)
0.0051975429796823295	GTF3A (18g)
0.130302039036092	GTF3A (18g)
0.0	GTF3A (18g)
0.0348562497728347	GTF3A (18g)
0.00399810998437102	GTF3A (18g)
0.022025951368444	GTF3A (18g)
0.0542652564242358	GTF3A (18g)
0.0103950859593647	GTF3A (18g)
0.0313306436957075	GTF3A (18g)
0.09813542688910701	GTF3A (18g)
0.0617162795769273	GTF3A (18g)
0.009413731690473591	GTF3A (18g)
0.13451822774688302	GTF3A (18g)
0.0807254752298913	GTF3A (18g)
0.167847926434776	GTF3A (18g)
0.0444998384341966	E2F1 (87g)
0.0730277431565342	E2F1 (87g)
0.0493545061471941	E2F1 (87g)
0.16012709843204198	E2F1 (87g)
0.0405453230546708	E2F1 (87g)
0.0755897151825694	E2F1 (87g)
0.0929541922479189	E2F1 (87g)
0.0997938112603671	E2F1 (87g)
0.19836433858037503	E2F1 (87g)
0.23077751619504802	E2F1 (87g)
0.176476019018603	E2F1 (87g)
0.108479896597886	E2F1 (87g)
0.169251719521765	E2F1 (87g)
0.163619997230301	E2F1 (87g)
0.0373601686439244	E2F1 (87g)
0.0942082506270292	E2F1 (87g)
0.225815137946422	E2F1 (87g)
0.0602948191232362	E2F1 (87g)
0.0797750388527289	E2F1 (87g)
0.19667174444906102	E2F1 (87g)
0.197687300927849	E2F1 (87g)
0.0213189924448753	E2F1 (87g)
0.010086322300696999	E2F1 (87g)
0.0537937189370509	E2F1 (87g)
0.0318592377171521	E2F1 (87g)
0.14278570219575598	E2F1 (87g)
0.165697271846005	E2F1 (87g)
0.147963501515641	E2F1 (87g)
0.0242887257843635	E2F1 (87g)
0.0926002862022804	E2F1 (87g)
0.0219806428780255	E2F1 (87g)
0.0215574943451969	E2F1 (87g)
0.172698456661897	E2F1 (87g)
0.153072058348336	E2F1 (87g)
0.18627767776085197	E2F1 (87g)
0.0448691316992106	E2F1 (87g)
0.15800366215821102	E2F1 (87g)
0.019841819384819	E2F1 (87g)
0.0330209727800089	E2F1 (87g)
0.0503008201387927	E2F1 (87g)
0.1475480465925	E2F1 (87g)
0.146994106694979	E2F1 (87g)
0.22609980150487	E2F1 (87g)
0.21056640354521497	E2F1 (87g)
0.197402637369401	E2F1 (87g)
0.11771222822323801	E2F1 (87g)
0.10654880056624999	E2F1 (87g)
0.168797796550185	E2F1 (87g)
0.12637523273169302	E2F1 (87g)
0.19705642493345	E2F1 (87g)
0.0282586283832649	E2F1 (87g)
0.0525319669482528	E2F1 (87g)
0.16070411915862698	E2F1 (87g)
0.0623720937389404	E2F1 (87g)
0.140846912554432	E2F1 (87g)
0.19820277277693105	E2F1 (87g)
