Term	Category	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
mitotic spindle assembly checkpoint	GOTERM_BP_DIRECT	4	3.3898305084745757	0.0008421036716415617	BIRC5, BUB3, ZWINT, MAD2L1	114	32	19414	21.287280701754387	0.6130464666466828	0.03712681568605057	0.03567732155101399
microtubule-based process	GOTERM_BP_DIRECT	4	3.3898305084745757	0.0008421036716415617	TUBA1B, TUBA1A, TUBB, DYNLL1	114	32	19414	21.287280701754387	0.6130464666466828	0.03712681568605057	0.03567732155101399
cell proliferation	GOTERM_BP_DIRECT	7	5.932203389830509	0.0008623087903336232	MARCKSL1, JUN, MCM7, PTGES3, CKS2, ZFP36L1, CKS1B	114	190	19414	6.274145891043397	0.6217656315211013	0.03712681568605057	0.03567732155101399
regulation of high voltage-gated calcium channel activity	GOTERM_BP_DIRECT	3	2.5423728813559325	0.0009189786775998961	CALM3, CALM1, CALM2	114	8	19414	63.86184210526316	0.6451872698681389	0.03712681568605057	0.03567732155101399
activation of innate immune response	GOTERM_BP_DIRECT	4	3.3898305084745757	0.0009224053586596414	XRCC6, HSP90AA1, NONO, HMGB1	114	33	19414	20.64221158958001	0.646556125768508	0.03712681568605057	0.03567732155101399
positive regulation of ryanodine-sensitive calcium-release channel activity	GOTERM_BP_DIRECT	3	2.5423728813559325	0.0011770517946728485	CALM3, CALM1, CALM2	114	9	19414	56.76608187134502	0.7348126409028549	0.0419771678055063	0.040338307660482096
regulation of cell communication by electrical coupling involved in cardiac conduction	GOTERM_BP_DIRECT	3	2.5423728813559325	0.0011770517946728485	CALM3, CALM1, CALM2	114	9	19414	56.76608187134502	0.7348126409028549	0.0419771678055063	0.040338307660482096
double-strand break repair via nonhomologous end joining	GOTERM_BP_DIRECT	4	3.3898305084745757	0.0011918982872903296	XRCC6, HMGB2, DNTT, HMGB1	114	36	19414	18.922027290448337	0.7392180148520715	0.0419771678055063	0.040338307660482096
positive regulation of T cell differentiation	GOTERM_BP_DIRECT	4	3.3898305084745757	0.0011918982872903296	XBP1, MDK, CD27, ACTB	114	36	19414	18.922027290448337	0.7392180148520715	0.0419771678055063	0.040338307660482096
microtubule cytoskeleton organization	GOTERM_BP_DIRECT	6	5.084745762711865	0.0012815081558680008	TUBA1B, TUBA1A, TUBB, BIRC5, TUBB4B, GAPDH	114	138	19414	7.4042715484363075	0.7642977441726391	0.04376544520191627	0.042056767660758936
negative regulation of ryanodine-sensitive calcium-release channel activity	GOTERM_BP_DIRECT	3	2.5423728813559325	0.001784634598518746	CALM3, CALM1, CALM2	114	11	19414	46.44497607655502	0.8664233800326397	0.059051858221919676	0.05674637307394765
positive regulation of protein serine/threonine kinase activity	GOTERM_BP_DIRECT	4	3.3898305084745757	0.0018684550274511809	TCL1A, CALM3, CALM1, CALM2	114	42	19414	16.21888053467001	0.8784851155974903	0.059051858221919676	0.05674637307394765
positive regulation of transcription from RNA polymerase II promoter	GOTERM_BP_DIRECT	17	14.406779661016948	0.0018863060301589245	XBP1, JUN, XRCC6, JUP, UHRF1, HMGB2, HMGA1, NUCKS1, DEK, HMGB1, FOS, HNRNPK, SUMO2, HNRNPD, RBMX, PTMA, IER2	114	1222	19414	2.369124529818819	0.8809098415526395	0.059051858221919676	0.05674637307394765
positive regulation of protein import into nucleus	GOTERM_BP_DIRECT	4	3.3898305084745757	0.002000135411646284	XBP1, HSP90AA1, JUP, RAN	114	43	19414	15.84169726642187	0.8952742158649307	0.06092304348446925	0.058544504076025024
cell motility	GOTERM_BP_DIRECT	4	3.3898305084745757	0.0025840677488587877	CFL1, IER2, ACTB, ACTG1	114	47	19414	14.493467711832773	0.945850880496285	0.07663800928852246	0.07364593084247542
regulation of DNA-dependent DNA replication initiation	GOTERM_BP_DIRECT	3	2.5423728813559325	0.0029192672674360877	CDT1, MCM7, MCM3	114	14	19414	36.49248120300752	0.9629254968504792	0.08225035526001177	0.07903916126583208
detection of calcium ion	GOTERM_BP_DIRECT	3	2.5423728813559325	0.0029192672674360877	CALM3, CALM1, CALM2	114	14	19414	36.49248120300752	0.9629254968504792	0.08225035526001177	0.07903916126583208
positive regulation of cytoplasmic translation	GOTERM_BP_DIRECT	3	2.5423728813559325	0.0033556129136747127	PKM, HNRNPD, YBX3	114	15	19414	34.059649122807016	0.9773622196549008	0.09223843301735128	0.08863728745145645
regulation of calcium-mediated signaling	GOTERM_BP_DIRECT	3	2.5423728813559325	0.0038204510216276358	CALM3, CALM1, CALM2	114	16	19414	31.93092105263158	0.9866186598552309	0.10251543574700822	0.09851305848625548
regulation of synaptic vesicle exocytosis	GOTERM_BP_DIRECT	4	3.3898305084745757	0.0044708437828669964	NPY, CALM3, CALM1, CALM2	114	57	19414	11.9507540781779	0.9935902699066884	0.11717769635560707	0.11260287946151065
response to unfolded protein	GOTERM_BP_DIRECT	4	3.3898305084745757	0.004694942422856225	DNAJA1, HSPA8, HSP90AA1, HSPB1	114	58	19414	11.744706594071387	0.9950266422579508	0.11758222467908812	0.11299161431007315
G2/M transition of mitotic cell cycle	GOTERM_BP_DIRECT	4	3.3898305084745757	0.004694942422856225	BIRC5, CALM3, CALM1, CALM2	114	58	19414	11.744706594071387	0.9950266422579508	0.11758222467908812	0.11299161431007315
negative regulation of peptidyl-threonine phosphorylation	GOTERM_BP_DIRECT	3	2.5423728813559325	0.005382529808782445	CALM3, CALM1, CALM2	114	19	19414	26.889196675900273	0.9977175262032042	0.13187198031516992	0.12672347354155192
regulation of mRNA stability	GOTERM_BP_DIRECT	4	3.3898305084745757	0.005658729048955399	CARHSP1, VIM, PSMB8, ZFP36L1	114	62	19414	10.986983588002264	0.9983309487926036	0.13568909868452628	0.1303915651067808
regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum	GOTERM_BP_DIRECT	3	2.5423728813559325	0.006560213429948121	CALM3, CALM1, CALM2	114	21	19414	24.32832080200501	0.9993994821147094	0.15402834449065694	0.14801481551320447
DNA unwinding involved in DNA replication	GOTERM_BP_DIRECT	3	2.5423728813559325	0.0071889579028918	MCM7, HMGA1, MCM3	114	22	19414	23.22248803827751	0.9997057904221828	0.16072807361615807	0.15445297579973308
regulation of cardiac muscle contraction	GOTERM_BP_DIRECT	3	2.5423728813559325	0.0071889579028918	CALM3, CALM1, CALM2	114	22	19414	23.22248803827751	0.9997057904221828	0.16072807361615807	0.15445297579973308
negative regulation of transcription, DNA-templated	GOTERM_BP_DIRECT	10	8.47457627118644	0.007409933858296499	HSPA8, XRCC6, JUN, UBE2I, HNRNPK, YWHAQ, NONO, HMGA1, HMGB2, BIRC5	114	588	19414	2.8962286669053583	0.999771068864464	0.16072807361615807	0.15445297579973308
regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion	GOTERM_BP_DIRECT	3	2.5423728813559325	0.007843872270531228	CALM3, CALM1, CALM2	114	23	19414	22.212814645308924	0.9998601438982896	0.16072807361615807	0.15445297579973308
regulation of protein complex assembly	GOTERM_BP_DIRECT	3	2.5423728813559325	0.007843872270531228	HSPA8, HSP90AA1, DUT	114	23	19414	22.212814645308924	0.9998601438982896	0.16072807361615807	0.15445297579973308
cytoskeleton-dependent intracellular transport	GOTERM_BP_DIRECT	3	2.5423728813559325	0.007843872270531228	TUBA1B, TUBA1A, TUBB	114	23	19414	22.212814645308924	0.9998601438982896	0.16072807361615807	0.15445297579973308
negative regulation of mRNA splicing, via spliceosome	GOTERM_BP_DIRECT	3	2.5423728813559325	0.007843872270531228	HNRNPK, HNRNPA2B1, RBMX	114	23	19414	22.212814645308924	0.9998601438982896	0.16072807361615807	0.15445297579973308
mitotic cell cycle phase transition	GOTERM_BP_DIRECT	3	2.5423728813559325	0.008524636138419915	CCND3, CKS2, CKS1B	114	24	19414	21.287280701754387	0.9999354743902852	0.1715583022857008	0.16486037389122798
positive regulation of protein autophosphorylation	GOTERM_BP_DIRECT	3	2.5423728813559325	0.00923093189442984	CALM3, CALM1, CALM2	114	25	19414	20.43578947368421	0.9999710972463968	0.18251333763197247	0.17538770599416698
mRNA processing	GOTERM_BP_DIRECT	6	5.084745762711865	0.011156104731776828	HSPA8, NONO, HNRNPA2B1, HNRNPA1, ZFP36L1, HNRNPA0	114	230	19414	4.4425629290617845	0.9999967718085556	0.21677465573642216	0.2083114038709363
DNA metabolic process	GOTERM_BP_DIRECT	3	2.5423728813559325	0.011499875728654402	DNTT, KPNA2, RAN	114	28	19414	18.24624060150376	0.9999978184120032	0.21782424224468133	0.2093200127337976
positive regulation of telomerase RNA reverse transcriptase activity	GOTERM_BP_DIRECT	2	1.6949152542372878	0.011607503128778705	HNRNPA2B1, HNRNPD	114	2	19414	170.2982456140351	0.9999980703489714	0.21782424224468133	0.2093200127337976
liver development	GOTERM_BP_DIRECT	4	3.3898305084745757	0.011789954549179736	XBP1, JUN, DUT, HNRNPD	114	81	19414	8.40978990686593	0.999998432812798	0.21782424224468133	0.2093200127337976
DNA recombination	GOTERM_BP_DIRECT	4	3.3898305084745757	0.01218670072959818	XRCC6, NONO, HMGB3, HMGB1	114	82	19414	8.307231493367564	0.9999990032705878	0.2201259603237156	0.21153186781773198
positive regulation of peptidyl-threonine phosphorylation	GOTERM_BP_DIRECT	3	2.5423728813559325	0.01230517790629466	CALM3, CALM1, CALM2	114	29	19414	17.617059891107075	0.9999991292976744	0.2201259603237156	0.21153186781773198
chromosome organization	GOTERM_BP_DIRECT	3	2.5423728813559325	0.013134464968492788	PTTG1, HMGB1, SMC4	114	30	19414	17.029824561403508	0.999999662132978	0.2312897190545527	0.2222597743887139
chromosome segregation	GOTERM_BP_DIRECT	4	3.3898305084745757	0.01342265256907496	CDT1, UBE2I, BIRC5, SLC25A5	114	85	19414	8.014035087719298	0.999999756894813	0.2327281453130381	0.22364204203551047
mRNA transport	GOTERM_BP_DIRECT	4	3.3898305084745757	0.013849942180917351	HNRNPA3, HNRNPA2B1, HNRNPA1, ZFP36L1	114	86	19414	7.920848633210935	0.9999998508009376	0.2364982551196039	0.2272649603323257
response to amphetamine	GOTERM_BP_DIRECT	3	2.5423728813559325	0.016685474814949103	CALM3, CALM1, CALM2	114	34	19414	15.026315789473687	0.9999999941870557	0.27653720759481826	0.2657407238910276
fibroblast proliferation	GOTERM_BP_DIRECT	3	2.5423728813559325	0.016685474814949103	PTGES3, CKS2, CKS1B	114	34	19414	15.026315789473687	0.9999999941870557	0.27653720759481826	0.2657407238910276
regulation of heart rate	GOTERM_BP_DIRECT	3	2.5423728813559325	0.017630218764502496	CALM3, CALM1, CALM2	114	35	19414	14.596992481203008	0.999999998032481	0.2879602398202074	0.2767177814776261
activation of adenylate cyclase activity	GOTERM_BP_DIRECT	3	2.5423728813559325	0.01958606910895044	CALM3, CALM1, CALM2	114	37	19414	13.807965860597436	0.999999999791802	0.3147616574533762	0.302472826106483
regulation of cell cycle	GOTERM_BP_DIRECT	6	5.084745762711865	0.020015753114898272	PPP1R15A, HSPA8, JUN, BIRC5, CLIC1, ACTB	114	267	19414	3.826926867731125	0.9999999998729662	0.3147616574533762	0.302472826106483
cellular response to interferon-gamma	GOTERM_BP_DIRECT	4	3.3898305084745757	0.020108996749461483	VIM, CALM1, GAPDH, ACTG1	114	99	19414	6.8807371965266695	0.9999999998858838	0.3147616574533762	0.302472826106483
dTTP biosynthetic process	GOTERM_BP_DIRECT	2	1.6949152542372878	0.023081450736425528	DTYMK, TYMS	114	4	19414	85.14912280701755	0.9999999999962816	0.3468372663993543	0.3332961486339846
dTMP biosynthetic process	GOTERM_BP_DIRECT	2	1.6949152542372878	0.023081450736425528	DUT, TYMS	114	4	19414	85.14912280701755	0.9999999999962816	0.3468372663993543	0.3332961486339846
telomerase holoenzyme complex assembly	GOTERM_BP_DIRECT	2	1.6949152542372878	0.023081450736425528	HSP90AA1, PTGES3	114	4	19414	85.14912280701755	0.9999999999962816	0.3468372663993543	0.3332961486339846
regulation of cytokinesis	GOTERM_BP_DIRECT	3	2.5423728813559325	0.024849647842464732	CALM3, CALM1, CALM2	114	42	19414	12.164160401002507	0.9999999999995172	0.3637084820578929	0.3495086832907702
retina homeostasis	GOTERM_BP_DIRECT	3	2.5423728813559325	0.024849647842464732	HSPB1, ACTB, ACTG1	114	42	19414	12.164160401002507	0.9999999999995172	0.3637084820578929	0.3495086832907702
chromatin organization	GOTERM_BP_DIRECT	6	5.084745762711865	0.025299316958313736	UHRF1, HMGB2, NUCKS1, DEK, HMGN2, HMGN1	114	284	19414	3.597850259451445	0.999999999999713	0.365542695025892	0.3512712854596638
positive regulation of interleukin-12 production	GOTERM_BP_DIRECT	3	2.5423728813559325	0.027098867882369482	MDK, LAPTM5, HMGB1	114	44	19414	11.611244019138756	0.9999999999999644	0.3817553012928801	0.3668509239575769
cellular response to epidermal growth factor stimulus	GOTERM_BP_DIRECT	3	2.5423728813559325	0.027098867882369482	MCM7, FOS, ZFP36L1	114	44	19414	11.611244019138756	0.9999999999999644	0.3817553012928801	0.3668509239575769
apoptotic process	GOTERM_BP_DIRECT	9	7.627118644067798	0.027500027812608355	PPP1R15A, XBP1, JUN, ARL6IP1, BIRC5, DYNLL1, YBX3, PPIA, ZFP36L1	114	616	19414	2.488123718386876	0.9999999999999776	0.3826238437630817	0.36768555705005984
regulation of cardiac muscle cell action potential	GOTERM_BP_DIRECT	2	1.6949152542372878	0.02876881787026264	CALM3, CALM1	114	5	19414	68.11929824561403	0.9999999999999948	0.3953958260949511	0.3799588994328589
glycolytic process	GOTERM_BP_DIRECT	3	2.5423728813559325	0.029427022979063636	LDHA, PKM, GAPDH	114	46	19414	11.106407322654462	0.9999999999999976	0.3995693361133099	0.3839694685099509
positive regulation of blood vessel endothelial cell migration	GOTERM_BP_DIRECT	3	2.5423728813559325	0.03306267362181595	TMSB4X, HSPB1, HMGB1	114	49	19414	10.42642320085929	1.0	0.4435908710926973	0.42627232776698415
DNA replication	GOTERM_BP_DIRECT	4	3.3898305084745757	0.0337061202984421	DUT, PCNA, MCM7, NASP	114	121	19414	5.629694069885456	1.0	0.4459210737959143	0.42851155538684577
kinetochore organization	GOTERM_BP_DIRECT	2	1.6949152542372878	0.034423365945203684	CDT1, SMC4	114	6	19414	56.76608187134504	1.0	0.4459210737959143	0.42851155538684577
morphogenesis of a polarized epithelium	GOTERM_BP_DIRECT	2	1.6949152542372878	0.034423365945203684	ACTB, ACTG1	114	6	19414	56.76608187134504	1.0	0.4459210737959143	0.42851155538684577
response to heat	GOTERM_BP_DIRECT	3	2.5423728813559325	0.035579057019145016	DNAJA1, HSP90AA1, HSPB1	114	51	19414	10.017543859649123	1.0	0.45033232756365865	0.4327505862923179
negative regulation of cell adhesion	GOTERM_BP_DIRECT	3	2.5423728813559325	0.035579057019145016	MDK, DUSP1, ARHGDIB	114	51	19414	10.017543859649123	1.0	0.45033232756365865	0.4327505862923179
positive regulation of protein phosphorylation	GOTERM_BP_DIRECT	5	4.23728813559322	0.03596265260046964	CCND3, XBP1, HSP90AA1, BIRC5, PPIA	114	213	19414	3.997611399390495	1.0	0.45033232756365865	0.4327505862923179
neuron projection development	GOTERM_BP_DIRECT	4	3.3898305084745757	0.03731995045945488	NPY, STMN1, VIM, HMGB1	114	126	19414	5.40629351155667	1.0	0.4621932326132489	0.444148421402084
chaperone-mediated autophagy	GOTERM_BP_DIRECT	2	1.6949152542372878	0.04004528266321829	HSPA8, HSP90AA1	114	7	19414	48.65664160401002	1.0	0.4852799307682474	0.4663337755297355
negative regulation of high voltage-gated calcium channel activity	GOTERM_BP_DIRECT	2	1.6949152542372878	0.04004528266321829	CALM3, CALM1	114	7	19414	48.65664160401002	1.0	0.4852799307682474	0.4663337755297355
mitotic spindle organization	GOTERM_BP_DIRECT	3	2.5423728813559325	0.04493853008575363	STMN1, BIRC5, RAN	114	58	19414	8.808529945553538	1.0	0.5282898199671783	0.5076644853810596
DNA strand elongation involved in DNA replication	GOTERM_BP_DIRECT	2	1.6949152542372878	0.04563475465979976	MCM7, MCM3	114	8	19414	42.574561403508774	1.0	0.5282898199671783	0.5076644853810596
V(D)J recombination	GOTERM_BP_DIRECT	2	1.6949152542372878	0.04563475465979976	HMGB2, HMGB1	114	8	19414	42.574561403508774	1.0	0.5282898199671783	0.5076644853810596
cellular hyperosmotic response	GOTERM_BP_DIRECT	2	1.6949152542372878	0.04563475465979976	RCSD1, YBX3	114	8	19414	42.574561403508774	1.0	0.5282898199671783	0.5076644853810596
cellular response to tumor necrosis factor	GOTERM_BP_DIRECT	4	3.3898305084745757	0.04593824521453725	TCL1A, FOS, YBX3, ZFP36L1	114	137	19414	4.972211550774747	1.0	0.5282898199671783	0.5076644853810596
telomere maintenance	GOTERM_BP_DIRECT	3	2.5423728813559325	0.04776246191415672	XRCC6, PTGES3, TERF2	114	60	19414	8.514912280701754	1.0	0.5382829457725462	0.5172674625303173
mRNA export from nucleus	GOTERM_BP_DIRECT	3	2.5423728813559325	0.04776246191415672	DDX39A, HNRNPA2B1, SRSF3	114	60	19414	8.514912280701754	1.0	0.5382829457725462	0.5172674625303173
